,area_mean,concavity_mean,compactness_mean,symmetry_mean,concave points_mean,fractal_dimension_mean,smoothness_mean,radius_mean,texture_mean,smoothness_se,perimeter_se,texture_se,compactness_se,fractal_dimension_se,concavity_se,concave points_se,symmetry_se,perimeter_worst,texture_worst,radius_worst,area_worst,concavity_worst,smoothness_worst,symmetry_worst,Unnamed: 32,perimeter_mean,area_se,radius_se,fractal_dimension_worst,compactness_worst,concave points_worst
0,0.3637327677624602,0.7031396438612932,0.7920372983252562,0.6863636363636364,0.7311133200795229,0.6055181128896379,0.5937528211609642,0.5210374366983767,0.0226580994250929,0.1592956453751232,0.3690335956273854,0.1204694130127298,0.3513984438369334,0.1830424388154167,0.1356818181818181,0.3006251183936351,0.3116451848933416,0.6683101748095025,0.1415245202558635,0.6207755247242974,0.4506979944946913,0.5686102236421725,0.6011358383411478,0.5984624482554701,0.0,2.183954115126805,1.095245032667287,1.424588086185044,1.6754558572740392,2.4771662252233893,3.648109965635739
1,0.5015906680805938,0.2036082474226804,0.1817679896938838,0.3797979797979798,0.3487574552683896,0.1413226621735467,0.2898799313893653,0.6431444933503716,0.2725735542779844,0.1193867491586497,0.1244404655326768,0.0825892857142857,0.0813230390242437,0.0911100977018642,0.0469696969696969,0.2538359537791249,0.0845387516181685,0.5398177200059765,0.3035714285714286,0.6069014585556741,0.4352143138025953,0.1929712460063898,0.3475533249686323,0.2335895919574217,0.0,2.4631331628774795,0.5026391581589768,0.6257468766974468,0.8915125278761644,0.6182534369512276,2.5567010309278353
2,0.4494167550371156,0.4625117150890346,0.4310165020550886,0.5095959595959596,0.6356858846918491,0.2112468407750632,0.5143089284102195,0.6014955748024045,0.3902603990530943,0.1508311520549342,0.1803703529190029,0.0943025106082036,0.2839546970288701,0.1270055138675843,0.0967676767676767,0.389846561848835,0.2056903247593853,0.5084416554609293,0.3600746268656717,0.5563856278904304,0.3745084545812033,0.3597444089456869,0.4835897774549296,0.403705893948354,0.0,2.3829728422361964,0.6516871560969596,0.9184863298931736,0.8537321264593992,1.541500519059677,3.3402061855670104
3,0.1029056203605514,0.5656044985941893,0.8113612661799889,0.7762626262626262,0.5228628230616302,1.0,0.8113207547169811,0.2100903970845757,0.3608386878593168,0.2514532413230445,0.126655044055977,0.1758751768033946,0.5432150689458347,0.2872047869767699,0.1429545454545454,0.3536654669444971,0.7281476895367817,0.2413466806115843,0.3859275053304905,0.2483102098897189,0.0940080613448682,0.5486421725239616,0.9154724955424948,1.0,0.0,0.9340059429203232,0.1526191730264212,0.5563642947673364,3.094844549390004,3.256046802689408,3.539518900343643
4,0.4892895015906681,0.4639175257731959,0.3478927673148886,0.3782828282828283,0.5183896620278331,0.18681550126369,0.4303511781168186,0.6298925647214729,0.1565776124450456,0.3323588401264575,0.2205625971823022,0.0930648868458274,0.1679184065851533,0.1457996489918881,0.1436363636363636,0.3570752036370525,0.1361794337817301,0.5069475571492604,0.1239339019189766,0.5197438633938101,0.3415749115218245,0.3194888178913738,0.4373637984547315,0.1575004928050463,0.0,2.5239444406053484,0.6547502979092188,0.9352887923230124,0.5703791158336612,0.6896605252689892,2.2336769759450172
5,0.1415058324496288,0.3697282099343955,0.4619961965523588,0.5186868686868686,0.402037773359841,0.5511794439764113,0.6786133429628961,0.25883856311231,0.2025701724721,0.1970629227997416,0.0687932902982613,0.1171322489391796,0.2343106918616877,0.144659563589127,0.0927272727272727,0.2153817010797499,0.1937299487814487,0.2639075651177848,0.312633262260128,0.2682319459267165,0.136747935509241,0.4277156549520766,0.7127385590701975,0.4770352848413168,0.0,1.0719369774030816,0.1523203299227864,0.3230128553322468,1.8197560015741836,1.93113484879355,2.3931271477663234
6,0.3802757158006363,0.2640581068416119,0.2748911109747868,0.3707070707070707,0.36779324055666,0.1571187868576243,0.3791640335831002,0.5333427989966397,0.3473114643219479,0.0884182615494442,0.1141685906799227,0.0912747524752475,0.0868807642623246,0.0443665961886599,0.0569191919191919,0.1968175790869483,0.0817245455057128,0.5119278848548234,0.4168443496801706,0.5318392031305585,0.3491938655131734,0.3022364217252396,0.4822690351977811,0.2952887837571457,0.0,2.0955013475226316,0.3519475231510016,0.4855332246967224,0.7514102059556608,0.8937916581773728,2.655670103092784
7,0.1842629904559915,0.2194470477975632,0.4451260658855285,0.5737373737373737,0.2974652087475149,0.5170598146588039,0.5982666787036202,0.3184722419423542,0.3760568143388568,0.2410850868545399,0.1460208264618574,0.2247171145685997,0.21057770300718,0.1560604176167378,0.0628282828282828,0.2742943739344573,0.0981876512635785,0.2997659245978385,0.4296375266524521,0.3247954464603343,0.1749410145497443,0.2138977635782747,0.622267714455524,0.3215060122215651,0.0,1.282841545159284,0.3299078442579164,0.6836864023175808,1.5757575757575757,1.323010352087396,2.138831615120275
8,0.1596182396606574,0.4355670103092783,0.5331574750015337,0.6515151515151515,0.4648608349900597,0.5040016849199663,0.6740994854202401,0.2848691372047897,0.409536692593845,0.1365876873916442,0.0776987230834472,0.141840523338048,0.2461020818938324,0.098607022926081,0.0897222222222222,0.2322409547262739,0.1906343220577475,0.2778524826933612,0.4986673773987207,0.2689434364994664,0.1361826582776248,0.4305111821086262,0.6546258997556627,0.5545042381233984,0.0,1.2082095224932623,0.1308783372369712,0.2821654897700524,1.3684900957628232,1.9901233130560487,2.8316151202749142
9,0.1409968186638388,0.5325679475164011,0.6754800318998835,0.4898989898989899,0.4246023856858847,0.6838668913226623,0.5955583641780267,0.259311846277628,0.4846127832262427,0.1847911071829214,0.0604061631249116,0.2737800565770862,0.5251149097245171,0.3173306800436687,0.195530303030303,0.271263496874408,0.140822873867282,0.2352706808107974,0.763859275053305,0.2547136250444681,0.1293255996854109,0.8825878594249201,0.7536815690418014,0.5521387739010448,0.0,1.110635063229908,0.128039327752438,0.2695636429476732,4.0,4.0,3.0378006872852237
