,concave points_worst,perimeter_mean,fractal_dimension_worst,compactness_worst,concave points_worst,perimeter_mean,fractal_dimension_worst,compactness_worst,concave points_worst,perimeter_mean,fractal_dimension_worst,compactness_worst,concave points_worst,perimeter_mean,area_se,fractal_dimension_worst,compactness_worst,concave points_worst
0,3.648109965635739,9.43541751470676,4.1368421562326105,-0.84836884201563,10.812961123591228,9.630671530416059,4.997599621722288,-0.2647923897490056,10.507580320946849,9.825925546125358,5.858357087211966,0.3187840625176176,10.202199518302464,10.021179561834657,6.654410986236545,6.719114552701645,0.9023605147842424,9.896818715658085
1,2.5567010309278353,6.013835678030607,1.8531756978136915,6.550927143814746,4.2997754679020055,5.7641845230813775,3.420267700942011,6.6665068228263635,5.466675620232664,5.514533368132147,4.98735970407033,6.7820865018379815,6.633575772563322,5.264882213182917,7.5083679190012145,6.554451707198649,6.897666180849599,7.800475924893981
2,3.3402061855670104,5.699301987199899,3.042818745601357,2.051346846188226,7.397396067958738,5.971480231575629,4.745205298772001,3.3818262283799774,5.478269657720042,6.243658475951358,6.4475918519426445,4.712305610571729,3.559143247481343,6.515836720327087,-4.436282981755146,8.14997840511329,6.042784992763481,1.640016837242647
3,3.539518900343643,3.298903753323331,1.1585101851703816,1.409503426209462,6.843181144793393,4.4115307571227325,2.638558778157658,2.5316201313552837,6.68909859380512,5.524157760922135,4.118607371144934,3.6537368365011065,6.535016042816848,6.636784764721536,-2.4014466145856694,5.598655964132211,4.775853541646928,6.380933491828574
4,2.2336769759450172,10.076060640031512,-4.6873994972513024,6.225743364832224,8.452187120379136,8.549158343507244,-4.127715411941207,5.884391124794319,8.539580407379422,7.022256046982978,-3.5680313266311123,5.543038884756412,8.626973694379707,5.49535375045871,-4.868563034340254,-3.0083472413210166,5.2016866447185075,8.714366981379994
5,2.3931271477663234,0.7499491286092548,4.429340837719745,3.027072713512979,-0.9233622477928664,-0.1918284229722372,5.526275595456611,3.497614701816487,-2.8482030460474457,-1.1336059745537292,6.623210353193478,3.9681566901199954,-4.773043844302026,-2.075383526135221,-4.100417345132888,7.720145110930344,4.438698678423504,-6.6978846425566045
6,2.655670103092784,7.4650469613232,6.028665588592334,-5.038152275341162,-2.1005101548804426,7.913429852212885,6.496401576091362,-5.290024460143796,-2.6624785525852985,8.361812743102572,6.9641375635903895,-5.54189664494643,-3.2244469502901545,8.810195633992258,5.902609509753179,7.431873551089417,-5.793768829749064,-3.7864153479950104
7,2.138831615120275,-4.751714433631707,7.619761043201812,2.9486769660344496,-4.030819580784066,-3.9611896499226473,5.8606629297188935,1.4643821566538628,-5.189289336488702,-3.1706648662135883,4.101564816235973,-0.0199126527267236,-6.347759092193339,-2.3801400825045285,0.9595665643819852,2.342466702753052,-1.5042074621073112,-7.506228847897976
8,2.8316151202749142,-5.985668464041808,-0.0276279413225608,-4.324226180441486,2.7418899222363273,-6.723955060345074,-0.5727848575520708,-5.916046937449375,4.695385274473232,-7.462241656648337,-1.11794177378158,-7.507867694457264,6.648880626710136,-8.200528252951601,-2.327839580851657,-1.6630986900110896,-9.09968845146515,8.602375978947041
9,3.0378006872852237,-0.1665868257453724,4.358565553661656,1.5267377040578585,0.3657554039865944,-1.3310798013660337,3.0038036252016407,0.5044400720642692,0.2309984954118196,-2.495572776986695,1.6490416967416253,-0.5178575599293196,0.0962415868370444,-3.660065752607357,2.843841424731485,0.2942797682816104,-1.5401551919229084,-0.03851532173773
10,1.3711340206185567,-2.425603287908637,-2.223263308056171,-1.6362154557819573,0.867168036353782,-3.7897249533265582,-3.7817627433989505,-2.161314773138101,-0.3465025169260036,-5.153846618744479,-5.34026217874173,-2.686414090494244,-1.5601730702057892,-6.5179682841624,-0.499476613300182,-6.898761614084511,-3.211513407850388,-2.7738436234855754
11,2.4879725085910653,-3.583582958970676,1.5450568853435565,2.461380819035706,7.310172617354796,-2.299610039578936,-0.066538011484198,2.3359856256265124,9.216010477408378,-1.0156371201871943,-1.6781329083119527,2.2105904322173187,11.12184833746196,0.2683357992045456,2.131740354996614,-3.2897278051397087,2.085195238808125,13.027686197515544
12,2.4288659793814436,8.913959508873878,-3.2799894170480957,-2.425835939735931,-1.9230947670404452,10.821003861635226,-2.860607338067912,-3.945049694883256,-2.791866916734807,12.728048214396576,-2.441225259087728,-5.464263450030579,-3.660639066429168,14.635092567157923,6.25490478136971,-2.021843180107544,-6.983477205177904,-4.52941121612353
